etapa,respondent_id,collector_id,date_created,date_modified,ip_address,consentimiento,genero,edad,instruccion,pais,ciudad,trabajo,t_cria,afiliacion,t_afiliacion,experiencia,cria_cardenal,cosecha,conocimiento_1,conocimiento_2,conocimiento_3,conocimiento_4,conocimiento_5,conocimiento_6,conocimiento_7,conocimiento_8,conocimiento_9,conocimiento_10,intencion_tenencia1,intencion_tenencia2,intencion_participacion1,intencion_participacion2,act_reconocimiento,act_colaboracion1,act_colaboracion2,act_impostor1,act_impostor2,norm_reconocimiento1,norm_reconocimiento2,norm_colaboracion1,norm_colaboracion2,norm_impostor1,norm_impostor2,moral1,moral2,control_reconocimiento,control_colaboracion,control_impostor,red_comunicacion1,red_comunicacion2,Persona 4_relacion,Persona 4_tiempo,Persona 4_frecuencia,Persona 4_edad,Persona 4_pais,Persona 4_experiencia,Persona 3_relacion,Persona 3_tiempo,Persona 3_frecuencia,Persona 3_edad,Persona 3_pais,Persona 3_experiencia,Persona 2_relacion,Persona 2_tiempo,Persona 2_frecuencia,Persona 2_edad,Persona 2_pais,Persona 2_experiencia,Persona 1_relacion,Persona 1_tiempo,Persona 1_frecuencia,Persona 1_edad,Persona 1_pais,Persona 1_experiencia,t_cria2,t_afiliacion2,instruccion2,trabajo2,genero2,cria_cardenal2,afiliacion2,cosecha2,pais2,red_comunicacion1b,respondent_id,age,country,expert,intention,moral,att,norms,conform,intention2,expert2,by
piloto,13408566601,414689816,19/3/2022 5:19,19/3/2022 5:29,31.221.191.102,Acepto,Masculino,Adults,Secundaria completa,España,Madrid,Empleado (a),5 – 10 años,Miembro activo,Hace mucho (más de 10 años),Formation,Si,Más de 50 pichones,1,NA,NA,NA,NA,1,NA,1,1,NA,1,1,5,5,5,5,5,3,1,3,5,5,NA,5,3,NA,NA,3,NA,3,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,4,4,NA,España,NA,Partner_breeder,4,4,Adults,España,Expert,NA,more than 10 years,NA,Employed,Male,Yes,Active member,Más de 50 pichones,Spain,Yes_network,13408566601,Adults,Spain,Formation,5,-1.1704506905508132,0.5773616638984099,0.12144758302230992,0.12574762532314096,1,0,respondent_id
piloto,13408515040,414689816,19/3/2022 4:12,19/3/2022 4:20,2.139.240.20,Acepto,Masculino,Adults,Técnica,España,Málaga,Empleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,1,NA,1,NA,1,1,5,5,5,5,5,3,3,5,5,5,NA,5,NA,NA,NA,3,NA,3,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,4,3,NA,España,NA,Partner_breeder,4,2,Seniors,España,Expert,I dont breed RS,more than 10 years,University,Employed,Male,No,Active member,No crío Cardenalito,Spain,Yes_network,13408515040,Adults,Spain,No_breed,5,-0.3298547703544341,1.2686611383190822,0.8382779387935201,0.12574762532314096,1,0,respondent_id
piloto,13408466513,414689816,19/3/2022 3:01,19/3/2022 3:24,84.78.251.233,Acepto,Masculino,Adults,Secundaria completa,España,JUMILLA,Empleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),Formation,No,No crío Cardenalito,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,4,1,4,5,4,3,3,4,4,NA,5,NA,NA,NA,5,NA,3,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,3,NA,España,Amateur,Partner_breeder,3,3,Adults,España,Amateur,I dont breed RS,more than 10 years,NA,Employed,Male,No,Active member,No crío Cardenalito,Spain,Yes_network,13408466513,Adults,Spain,Formation,4,0.5401403507081713,-0.12206702485360074,-1.2867852598290563,0.12574762532314096,1,0,respondent_id
piloto,13408258848,414689816,18/3/2022 23:07,18/3/2022 23:15,190.153.126.10,Acepto,Masculino,Adults,Universitaria,Venezuela,Maracay,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,2-5 pichones,NA,1,NA,NA,1,NA,NA,1,1,NA,2,2,5,4,NA,2,1,1,NA,2,4,4,NA,NA,NA,NA,NA,1,NA,NA,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 10 years,more than 10 years,University,Employed,Male,Yes,Active member,NA,Venezuela,No_network,13408258848,Adults,Venezuela,Expert,4,-1.1998498914170395,-2.5315770555271047,0.24982347190609822,0.12574762532314096,1,1,respondent_id
piloto,13408096309,414689816,18/3/2022 20:40,18/3/2022 21:06,2.46.6.96,Acepto,Masculino,Seniors,Primaria completa,Venezuela,Roma,Trabajo casual,Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,Más de 50 pichones,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,2,NA,4,4,4,4,NA,NA,4,4,4,NA,4,NA,NA,NA,4,NA,NA,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,2,NA,No sé,NA,Partner_breeder,3,2,Seniors,Italia,Expert,more than 10 years,more than 10 years,NA,Casual_job,Male,Yes,Active member,Más de 50 pichones,Venezuela,Yes_network,13408096309,Seniors,Venezuela,Expert,4,0.10514279017686863,-0.1520438832312504,-0.1343287110276904,0.12574762532314096,1,1,respondent_id
piloto,13407971141,414689816,18/3/2022 18:52,18/3/2022 18:59,94.133.241.179,Acepto,Masculino,Adults,Universitaria,Portugal,Costa da Caparica,Empleado (a),5 – 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,Más de 5 pichones,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,5,5,5,5,NA,1,5,1,5,NA,5,NA,NA,NA,5,NA,1,"Si, tengo mis consultores",1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,3,4,Adults,Portugal,Expert,NA,more than 10 years,University,Employed,Male,Yes,Active member,Más de 5 pichones,Portugal,Yes_network,13407971141,Adults,Portugal,Expert,5,0.26145701021611406,1.2686611383190822,0.8382779387935201,-1.0793894782929114,1,1,respondent_id
piloto,13407908918,414689816,18/3/2022 18:05,18/3/2022 18:15,217.216.182.162,Acepto,Masculino,Adults,Técnica,España,Almería,Empleado (a),Menos de 1 año,Miembro activo,Recientemente (más de 1 año),Formation,Si,"Ninguno, estoy iniciando",1,NA,NA,NA,NA,1,1,NA,1,NA,4,1,5,5,5,5,5,1,1,5,5,5,NA,3,NA,NA,NA,5,3,3,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 year,NA,University,Employed,Male,Yes,Active member,Ninguno,Spain,No_network,13407908918,Adults,Spain,Formation,5,0.26145701021611406,1.2686611383190822,0.8382779387935201,-0.743787178817907,1,0,respondent_id
piloto,13407894039,414689816,18/3/2022 17:55,18/3/2022 18:08,201.211.145.210,Acepto,Masculino,Seniors,Universitaria,Venezuela,Caracas,Trabajo casual,5 – 10 años,No afiliado,No estoy afiliado,Formation,Si,Más de 10 pichones,1,NA,NA,NA,1,1,NA,NA,1,NA,1,1,5,5,5,1,4,NA,NA,2,NA,3,NA,4,NA,NA,NA,5,NA,3,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,3,NA,Venezuela,Formation,Partner_breeder,3,3,Adults,Venezuela,Formation,NA,Not affiliated,University,Casual_job,Male,Yes,No afiliated,Más de 10 pichones,Venezuela,Yes_network,13407894039,Seniors,Venezuela,Formation,5,0.5401403507081713,-2.104125957515158,-0.3386309949813237,0.12574762532314096,1,0,respondent_id
piloto,13407894072,414689816,18/3/2022 17:53,18/3/2022 17:58,79.116.69.108,Acepto,Masculino,YoungAdults,Técnica,España,Córdoba,Empleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),No_breed,No,No crío Cardenalito,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,more than 10 years,University,Employed,Male,No,Active member,No crío Cardenalito,Spain,NA,13407894072,YoungAdults,Spain,No_breed,NA,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,NA,0,respondent_id
piloto,13407837683,414689816,18/3/2022 17:17,18/3/2022 17:22,212.142.205.93,Acepto,Masculino,Adults,Técnica,España,Cordoba,Desempleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,Más de 50 pichones,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,1,5,5,5,5,5,1,1,5,5,5,NA,5,NA,NA,NA,5,NA,5,"Si, tengo mis consultores",4 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 10 years,more than 10 years,University,Unemployed,Male,Yes,Active member,Más de 50 pichones,Spain,Yes_network,13407837683,Adults,Spain,Expert,5,0.26145701021611406,1.2686611383190822,0.8382779387935201,1.3308847289391934,1,1,respondent_id
piloto,13407740385,414689816,18/3/2022 16:14,18/3/2022 16:20,189.127.166.106,Acepto,Masculino,Adults,Universitaria,Venezuela,Valencia,Empleado (a),No crío Cardenalitos,Miembro inactivo,Hace tiempo (más de 5 años),Expert,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,NA,4,4,3,4,3,3,3,3,3,NA,3,3,NA,NA,4,3,3,No me interesa la cría de Cardenalito.,1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,3,2,Adults,Venezuela,Expert,I dont breed RS,more than 5 years,University,Employed,Male,No,Inactive member,No crío Cardenalito,Venezuela,No_intentions,13407740385,Adults,Venezuela,Expert,4,-0.45676978952745306,-1.1971223091935972,-1.4396135336863225,-0.743787178817907,1,1,respondent_id
piloto,13407668571,414689816,18/3/2022 15:32,18/3/2022 15:35,201.209.225.26,Acepto,Masculino,Seniors,Técnica,Venezuela,Valencia,Trabajo casual,No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,Not affiliated,University,Casual_job,Male,No,No afiliated,No crío Cardenalito,Venezuela,NA,13407668571,Seniors,Venezuela,No_breed,1,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,0,0,respondent_id
piloto,13407634588,414689816,18/3/2022 15:12,18/3/2022 15:21,181.27.71.151,Acepto,Masculino,YoungAdults,Universitaria,Venezuela,Haedo,Estudiante,No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),Expert,No,No crío Cardenalito,1,NA,NA,1,1,NA,1,1,1,NA,4,1,5,5,3,5,5,1,1,3,5,5,NA,5,NA,NA,NA,5,NA,3,"Si, tengo mis consultores",4 personas,Experts,NA,3,NA,Argentina,NA,Partner_breeder,NA,3,NA,Argentina,NA,Avicultural_directive,NA,3,NA,Argentina,NA,Partner_breeder,4,3,Adults,Argentina,Expert,I dont breed RS,more than 10 years,University,Student,Male,No,Active member,No crío Cardenalito,Venezuela,Yes_network,13407634588,YoungAdults,Venezuela,Expert,5,0.26145701021611406,0.5773616638984099,0.06997357292594295,0.12574762532314096,1,1,respondent_id
piloto,13407617991,414689816,18/3/2022 15:04,18/3/2022 15:12,80.31.74.193,Acepto,Masculino,Adults,Universitaria,España,Dos Hermanas (Sevilla),Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,Más de 50 pichones,1,NA,NA,NA,1,1,1,1,1,NA,1,1,5,5,5,5,5,1,1,5,5,5,NA,5,NA,NA,NA,1,NA,1,"Si, tengo mis consultores",4 personas,Experts,4,2,NA,España,NA,Partner_breeder,4,2,NA,España,NA,Partner_breeder,4,2,NA,España,NA,Third_party,4,2,Adults,España,Expert,more than 10 years,more than 10 years,University,Employed,Male,Yes,Active member,Más de 50 pichones,Spain,Yes_network,13407617991,Adults,Spain,Expert,5,-1.4785332319090967,1.2686611383190822,0.8382779387935201,-1.0793894782929114,1,1,respondent_id
piloto,13392225490,414689816,11/3/2022 21:37,11/3/2022 21:52,190.120.248.12,Acepto,Masculino,Seniors,Secundaria completa,Venezuela,Valencia,Comerciante,Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Amateur,No,Más de 5 pichones,1,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,1,1,4,1,NA,NA,4,4,4,NA,NA,NA,NA,NA,4,3,NA,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,4,2,NA,Venezuela,NA,Partner_breeder,4,2,Seniors,Venezuela,Expert,more than 10 years,more than 10 years,NA,Business,Male,No,Active member,Más de 5 pichones,Venezuela,Yes_network,13392225490,Seniors,Venezuela,Amateur,1,0.10514279017686863,-1.2789236699952073,-1.2867852598290563,-0.743787178817907,0,0,respondent_id
piloto,13377556035,414689816,6/3/2022 17:00,6/3/2022 17:30,86.42.167.232,Acepto,Masculino,Adults,Universitaria,Venezuela,Dublin,Empleado (a),Más de 10 años,Miembro inactivo,Hace mucho (más de 10 años),Expert,No,Más de 5 pichones,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,5,5,5,5,5,NA,5,5,5,5,NA,1,NA,NA,NA,5,3,NA,"Si, tengo mis consultores",4 personas,Experts,4,4,NA,Venezuela,NA,Experts,4,4,NA,Venezuela,NA,Experts,4,4,NA,Venezuela,NA,Experts,4,4,Adults,Venezuela,Expert,more than 10 years,more than 10 years,University,Employed,Male,No,Inactive member,Más de 5 pichones,Venezuela,Yes_network,13377556035,Adults,Venezuela,Expert,5,0.8188236912002285,1.2686611383190822,0.8382779387935201,-0.743787178817907,1,1,respondent_id
piloto,13375262956,414689816,4/3/2022 19:41,4/3/2022 20:09,186.185.27.3,Acepto,Masculino,Adults,Universitaria,Venezuela,Caracas,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Amateur,Si,Más de 5 pichones,1,NA,NA,1,1,1,1,NA,1,NA,1,1,5,5,4,3,4,3,NA,3,4,3,3,4,3,NA,NA,4,NA,3,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Experts,NA,2,NA,España,NA,Experts,3,2,Adults,España,Expert,more than 10 years,more than 10 years,University,Employed,Male,Yes,Active member,Más de 5 pichones,Venezuela,Yes_network,13375262956,Adults,Venezuela,Amateur,5,-0.45676978952745306,-1.1971223091935972,-1.4396135336863225,0.12574762532314096,1,0,respondent_id
piloto,13374536387,414689816,4/3/2022 13:53,4/3/2022 13:59,189.127.166.100,Acepto,Masculino,Adults,Universitaria,Venezuela,Valencia,Empleado (a),Más de 10 años,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,3,3,5,3,5,4,3,3,3,3,NA,NA,4,3,3,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 10 years,Not affiliated,University,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,No_network,13374536387,Adults,Venezuela,No_breed,1,-0.45676978952745306,-0.8814494303609108,-2.5920700824876883,-0.743787178817907,0,0,respondent_id
piloto,13374496183,414689816,4/3/2022 13:36,4/3/2022 13:49,186.14.135.77,Acepto,Masculino,Adults,Técnica,Venezuela,Guacara Venezuela,Empleado (a),5 – 10 años,Miembro activo,Hace tiempo (más de 5 años),Amateur,No,2-5 pichones,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,1,1,3,3,3,1,5,4,3,3,3,3,3,3,3,3,3,NA,"Si, tengo mis consultores",1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,3,2,Adults,No sé,Expert,NA,more than 5 years,University,Employed,Male,No,Active member,NA,Venezuela,Yes_network,13374496183,Adults,Venezuela,Amateur,1,-1.9996367079893906,-1.2270991675712468,-1.8237657166201109,-0.743787178817907,0,0,respondent_id
piloto,13374430632,414689816,4/3/2022 13:08,4/3/2022 13:25,190.202.162.77,Acepto,Masculino,Seniors,Secundaria completa,Venezuela,Guacara,Otro,Más de 10 años,No afiliado,No estoy afiliado,Formation,No responde,Más de 5 pichones,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,5,5,5,1,3,3,3,3,5,3,NA,3,NA,NA,NA,5,3,1,"Si, tengo mis consultores",3 personas,NA,NA,NA,NA,NA,NA,Partner_breeder,4,2,NA,Venezuela,NA,Partner_breeder,4,3,NA,Portugal,NA,Partner_breeder,4,3,Seniors,Venezuela,Expert,more than 10 years,Not affiliated,NA,Business,Male,No answer,No afiliated,Más de 5 pichones,Venezuela,Yes_network,13374430632,Seniors,Venezuela,Formation,5,0.5401403507081713,-2.1341028158928075,-0.3386309949813237,-1.9489242824339594,1,0,respondent_id
piloto,13374195911,414689816,4/3/2022 11:34,4/3/2022 11:40,77.241.53.81,Acepto,Masculino,Adults,Universitaria,España,sevilla,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,No,No crío Cardenalito,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 10 years,more than 10 years,University,Employed,Male,No,Active member,No crío Cardenalito,Spain,NA,13374195911,Adults,Spain,Expert,5,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,1,1,respondent_id
piloto,13374124515,414689816,4/3/2022 11:06,4/3/2022 11:27,77.241.53.81,Acepto,Masculino,Adults,Universitaria,España,sevilla,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,No,No crío Cardenalito,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,5,5,1,5,1,1,1,5,5,NA,5,NA,NA,NA,5,NA,1,"Si, tengo mis consultores",4 personas,Partner_breeder,4,2,NA,España,NA,Partner_breeder,NA,2,NA,España,NA,Partner_breeder,4,2,NA,España,NA,Partner_breeder,3,2,Adults,España,Expert,more than 10 years,more than 10 years,University,Employed,Male,No,Active member,No crío Cardenalito,Spain,Yes_network,13374124515,Adults,Spain,Expert,5,0.26145701021611406,-1.2366456327447117,0.8382779387935201,-1.0793894782929114,1,1,respondent_id
piloto,13374146881,414689816,4/3/2022 11:13,4/3/2022 11:24,31.4.140.73,Acepto,Masculino,Adults,Secundaria completa,España,Malaga,Empleado (a),5 – 10 años,Miembro activo,Hace tiempo (más de 5 años),Amateur,Si,2-5 pichones,1,NA,1,NA,NA,1,NA,NA,1,NA,1,1,5,5,5,5,5,1,1,5,5,5,NA,5,NA,NA,NA,5,NA,5,"Si, tengo mis consultores",3 personas,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,2,NA,España,NA,Partner_breeder,NA,2,NA,España,NA,Partner_breeder,3,2,Seniors,España,Expert,NA,more than 5 years,NA,Employed,Male,Yes,Active member,NA,Spain,Yes_network,13374146881,Adults,Spain,Amateur,5,0.26145701021611406,1.2686611383190822,0.8382779387935201,1.3308847289391934,1,0,respondent_id
piloto,13374099143,414689816,4/3/2022 10:55,4/3/2022 11:05,77.241.53.81,Acepto,Masculino,Adults,Universitaria,España,sevilla,Empleado (a),5 – 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,1,NA,1,1,5,5,5,1,5,1,1,5,5,5,NA,5,NA,NA,NA,5,NA,1,"Si, tengo mis consultores",4 personas,Partner_breeder,4,2,NA,España,NA,Partner_breeder,4,2,NA,España,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 10 years,University,Employed,Male,No,Active member,No crío Cardenalito,Spain,Yes_network,13374099143,Adults,Spain,Expert,5,0.26145701021611406,0.1459533160966324,0.8382779387935201,-1.0793894782929114,1,1,respondent_id
piloto,13374081209,414689816,4/3/2022 10:48,4/3/2022 10:58,2.155.144.30,Acepto,Masculino,Adults,Primaria completa,España,Vigo,Empleado (a),5 – 10 años,Miembro activo,Hace tiempo (más de 5 años),Expert,No,Más de 5 pichones,1,NA,1,NA,NA,1,NA,NA,1,NA,1,1,NA,4,1,5,5,4,NA,5,1,5,NA,5,NA,NA,NA,5,NA,1,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 5 years,NA,Employed,Male,No,Active member,Más de 5 pichones,Spain,No_network,13374081209,Adults,Spain,Expert,4,0.5401403507081713,1.2686611383190822,-0.6983307929416344,-1.0793894782929114,1,1,respondent_id
piloto,13369704516,414689816,2/3/2022 18:51,2/3/2022 19:01,190.120.250.222,Acepto,Masculino,Seniors,Universitaria,Venezuela,Carabobo,Otro,Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,No,2-5 pichones,NA,1,NA,NA,NA,NA,1,NA,1,NA,4,4,5,5,4,1,4,NA,NA,2,4,4,NA,5,NA,NA,NA,4,NA,NA,"Si, tengo mis consultores",1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,4,2,Seniors,Venezuela,Expert,more than 10 years,more than 10 years,University,Business,Male,No,Active member,NA,Venezuela,Yes_network,13369704516,Seniors,Venezuela,Expert,5,0.10514279017686863,-1.6853742243187597,-0.1343287110276904,0.12574762532314096,1,1,respondent_id
piloto,13369089117,414689816,2/3/2022 14:33,2/3/2022 14:44,190.120.248.12,Acepto,Masculino,Seniors,Universitaria,Venezuela,Valencia,Jubilado (a),No crío Cardenalitos,Miembro inactivo,Hace mucho (más de 10 años),Expert,No,No crío Cardenalito,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,more than 10 years,University,Retired,Male,No,Inactive member,No crío Cardenalito,Venezuela,NA,13369089117,Seniors,Venezuela,Expert,NA,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,NA,1,respondent_id
piloto,13368093342,414689816,2/3/2022 7:57,2/3/2022 8:06,186.167.251.54,Acepto,Masculino,Adults,Universitaria,Venezuela,Nirgua,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,2,NA,5,1,3,4,3,3,2,NA,3,NA,3,NA,NA,NA,3,NA,4,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,Not affiliated,University,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,No_network,13368093342,Adults,Venezuela,No_breed,5,-0.3298547703544341,-1.5427720464039334,-1.8752397267164782,0.7283161771311671,1,0,respondent_id
piloto,13358989132,414689816,25/2/2022 18:06,25/2/2022 18:31,190.77.122.137,Acepto,Masculino,Adults,Universitaria,Venezuela,Valencia,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,5,5,1,1,5,5,5,NA,5,NA,NA,NA,NA,3,3,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,Not affiliated,University,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,No_network,13358989132,Adults,Venezuela,No_breed,5,-0.1735405503151886,1.2686611383190822,0.8382779387935201,-0.743787178817907,1,0,respondent_id
piloto,13353325571,414689816,23/2/2022 17:52,23/2/2022 18:13,49.186.30.237,Acepto,Femenino,Seniors,Secundaria completa,Venezuela,Caracas,Empleado (a),1 año,Miembro inactivo,Hace tiempo (más de 5 años),No_breed,Si,"Ninguno, estoy iniciando",NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,3,5,4,5,5,5,1,4,3,3,NA,NA,NA,NA,NA,3,4,NA,4,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,1,NA,Portugal,NA,Avicultural_directive,2,1,Young,España,Formation,1 year,more than 5 years,NA,Employed,Female,Yes,Inactive member,Ninguno,Venezuela,Yes_network,13353325571,Seniors,Venezuela,No_breed,4,0.2444844604228972,0.15860993070201168,0.24982347190609822,0.7283161771311671,1,0,respondent_id
piloto,13429131169,415515384,31/3/2022 18:10,31/3/2022 18:18,177.56.167.249,Aceito,Masculino,Adults,Universidade,Brasil,São luis,Empregado (a),< 1 ano,Membro ativo;,Recentemente (1 ano ou menos),Amateur,Sim,1 Filhote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,"Sim, eu consulto",4 pessoas,Partner_breeder,1,3,Adults,Brasil,NA,Partner_breeder,1,3,Adults,Brasil,Expert,Partner_breeder,1,3,Adults,Brasil,Expert,Partner_breeder,4,4,Adults,Brasil,Expert,1 year,around 1 year,University,Employed,Male,Yes,Active member,NA,Brazil,Yes_network,13429131169,Adults,Brazil,Amateur,5,1.3807362709045503,1.2686611383190822,1.55510829456473,2.2004195330802414,1,0,respondent_id
