etapa,respondent_id,collector_id,date_created,date_modified,ip_address,consentimiento,genero,edad,instruccion,pais,ciudad,trabajo,t_cria,afiliacion,t_afiliacion,experiencia,cria_cardenal,cosecha,conocimiento_1,conocimiento_2,conocimiento_3,conocimiento_4,conocimiento_5,conocimiento_6,conocimiento_7,conocimiento_8,conocimiento_9,conocimiento_10,intencion_tenencia1,intencion_tenencia2,intencion_participacion1,intencion_participacion2,act_reconocimiento,act_colaboracion1,act_colaboracion2,act_impostor1,act_impostor2,norm_reconocimiento1,norm_reconocimiento2,norm_colaboracion1,norm_colaboracion2,norm_impostor1,norm_impostor2,moral1,moral2,control_reconocimiento,control_colaboracion,control_impostor,red_comunicacion1,red_comunicacion2,Persona 4_relacion,Persona 4_tiempo,Persona 4_frecuencia,Persona 4_edad,Persona 4_pais,Persona 4_experiencia,Persona 3_relacion,Persona 3_tiempo,Persona 3_frecuencia,Persona 3_edad,Persona 3_pais,Persona 3_experiencia,Persona 2_relacion,Persona 2_tiempo,Persona 2_frecuencia,Persona 2_edad,Persona 2_pais,Persona 2_experiencia,Persona 1_relacion,Persona 1_tiempo,Persona 1_frecuencia,Persona 1_edad,Persona 1_pais,Persona 1_experiencia
piloto,13407908918,414689816,18/3/2022 18:05,18/3/2022 18:15,217.216.182.162,Acepto,Masculino,31 – 40,Técnica,España,Almería,Empleado (a),Menos de 1 año,Miembro activo,Recientemente (más de 1 año),En formación,Si,"Ninguno, estoy iniciando",No usar Cardenalitos silvestres,,,,,No usar Cardenalitos silvestres en el plantel de cría,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,4. Probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,3. No estoy seguro (a),4. Cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13407894039,414689816,18/3/2022 17:55,18/3/2022 18:08,201.211.145.210,Acepto,Masculino,51 – 60,Universitaria,Venezuela,Caracas,Trabajo casual,5 – 10 años,No afiliado,No estoy afiliado,En formación,Si,Más de 10 pichones,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,1. Nada probable,4. De acuerdo,2. En desacuerdo,2. En desacuerdo,2. Poco probable,2. En desacuerdo,3. No estoy seguro (a),5. Totalmente cierto,4. De acuerdo,4. Cierto,4. Cierto,4. Cierto,5. Totalmente de acuerdo,4. Cierto,3. No estoy seguro (a),"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Colega avicultor,Hace mucho (de 3 a 10 años),Frecuentemente (1 o más al mes),41 - 50 años,Venezuela,En formación,Colega avicultor,Hace mucho (3 -10 años),Frecuentemente (1 o más al mes),41 -50,Venezuela,En formación
piloto,13407894072,414689816,18/3/2022 17:53,18/3/2022 17:58,79.116.69.108,Acepto,Masculino,21 – 30,Técnica,España,Córdoba,Empleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),No crío Cardenalitos,No,No crío Cardenalito,,,Usar únicamente Cardenalito ancestral,,,No usar Cardenalitos silvestres en el plantel de cría,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,Promover cruces genéticos dentro del plantel de cría para la obtención de mutaciones,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13407837683,414689816,18/3/2022 17:17,18/3/2022 17:22,212.142.205.93,Acepto,Masculino,41 - 50,Técnica,España,Cordoba,Desempleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,Más de 50 pichones,,,Usar únicamente Cardenalito ancestral,,Ser difusor de buenas prácticas de cría,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,"Si, tengo mis consultores",4 personas,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13407740385,414689816,18/3/2022 16:14,18/3/2022 16:20,189.127.166.106,Acepto,Masculino,41 - 50,Universitaria,Venezuela,Valencia,Empleado (a),No crío Cardenalitos,Miembro inactivo,Hace tiempo (más de 5 años),Experimentado,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,,,2. Poco probable,2. Poco probable,4.Probable,4. Probable,4. De acuerdo,3. No estoy seguro (a),4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),2. Falso,3. No estoy seguro (a),3. No estoy seguro (a),4. Cierto,4. Cierto,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),No me interesa la cría de Cardenalito.,1 persona,,,,,,,,,,,,,,,,,,,Amigo,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),31 – 40 años,Venezuela,Experimentado
piloto,13407668571,414689816,18/3/2022 15:32,18/3/2022 15:35,201.209.225.26,Acepto,Masculino,51 – 60,Técnica,Venezuela,Valencia,Trabajo casual,No crío Cardenalitos,No afiliado,No estoy afiliado,No crío Cardenalitos,No,No crío Cardenalito,,,,,Ser difusor de buenas prácticas de cría,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,2. Poco probable,1. Nada probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13407634588,414689816,18/3/2022 15:12,18/3/2022 15:21,181.27.71.151,Acepto,Masculino,21 – 30,Universitaria,Venezuela,Haedo,Estudiante,No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),Experimentado,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,Usar solo mutaciones o híbridos,Ser difusor de buenas prácticas de cría,,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,Promover cruces genéticos dentro del plantel de cría para la obtención de mutaciones,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,4. Probable,1. Nada probable,5. Muy probable,5. Muy probable,3. No estoy seguro (a),5. Muy probable,5. Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,3. No estoy seguro (a),5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,2. Falso,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,3. No estoy seguro (a),"Si, tengo mis consultores",4 personas,Grupo de expertos,Hace mucho (de 3 a 10 años),Frecuentemente (1 o más al mes),41 - 50 años,Argentina,Expermentado,Colega avicultor,Hace mucho (de 3 a 10 años),Frecuentemente (1 o más al mes),51-60 años,Argentina,Expermentado,Directivo en una sociedad de cría,Hace mucho (de 3 a 10 años),Frecuentemente (1 o más al mes),31 - 40 años,Argentina,Expermentado,Colega avicultor,Desde siempre (más de 10 años),Frecuentemente (1 o más al mes),31 – 40 años,Argentina,Experimentado
piloto,13407617991,414689816,18/3/2022 15:04,18/3/2022 15:12,80.31.74.193,Acepto,Masculino,41 - 50,Universitaria,España,Dos Hermanas (Sevilla),Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,Más de 50 pichones,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,Promover cruces genéticos dentro del plantel de cría para la obtención de mutaciones,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,1. Totalmente en desacuerdo,5. Totalmente cierto,1. Totalmente en desacuerdo,"Si, tengo mis consultores",4 personas,Grupo de expertos,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),Más de 60 años,España,Expermentado,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),Más de 60 años,España,Expermentado,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),51-60 años,España,Expermentado,Veterinario,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),41 -50,España,Experimentado
piloto,13392225490,414689816,11/3/2022 21:37,11/3/2022 21:52,190.120.248.12,Acepto,Masculino,51 – 60,Secundaria completa,Venezuela,Valencia,Comerciante,Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Aficionado,No,Más de 5 pichones,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,4.Probable,1. Nada probable,1. Totalmente en desacuerdo,4. Probable,1. Totalmente en desacuerdo,2. En desacuerdo,2. En desacuerdo,4. Probable,4. De acuerdo,4. De acuerdo,2. Falso,2. En desacuerdo,2. Falso,5.Totalmente cierto,4. Cierto,4. De acuerdo,3. No estoy seguro (a),2. En desacuerdo,"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),51-60 años,Venezuela,Expermentado,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),51 – 60,Venezuela,Experimentado
piloto,13377556035,414689816,6/3/2022 17:00,6/3/2022 17:30,86.42.167.232,Acepto,Masculino,31 – 40,Universitaria,Venezuela,Dublin,Empleado (a),Más de 10 años,Miembro inactivo,Hace mucho (más de 10 años),Experimentado,No,Más de 5 pichones,,,,,Ser difusor de buenas prácticas de cría,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,2. En desacuerdo,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,1. Totalmente en desacuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,3. No estoy seguro (a),2. En desacuerdo,"Si, tengo mis consultores",4 personas,Grupo de expertos,Desde siempre (más de 10 años),Todos los días,31 - 40 años,Venezuela,Expermentado,Grupo de expertos,Desde siempre (más de 10 años),Todos los días,31 - 40 años,Venezuela,Expermentado,Grupo de expertos,Desde siempre (más de 10 años),Todos los días,31 - 40 años,Venezuela,Expermentado,Grupo de expertos,Desde siempre (más de 10 años),Todos los días,31 – 40 años,Venezuela,Experimentado
piloto,13375262956,414689816,4/3/2022 19:41,4/3/2022 20:09,186.185.27.3,Acepto,Masculino,41 - 50,Universitaria,Venezuela,Caracas,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Aficionado,Si,Más de 5 pichones,No usar Cardenalitos silvestres,,,Usar solo mutaciones o híbridos,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,4. De acuerdo,3. No estoy seguro (a),4. De acuerdo,3. No estoy seguro (a),2. En desacuerdo,3. No estoy seguro (a),4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),4. De acuerdo,3. No estoy seguro (a),4. Cierto,4. Cierto,4. De acuerdo,4. Cierto,3. No estoy seguro (a),"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Grupo de expertos,Hace mucho (de 3 a 10 años),Ocasionalmente (varias veces al año),41 - 50 años,España,Expermentado,Grupo de expertos,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),31 – 40 años,España,Experimentado
piloto,13374536387,414689816,4/3/2022 13:53,4/3/2022 13:59,189.127.166.100,Acepto,Masculino,41 - 50,Universitaria,Venezuela,Valencia,Empleado (a),Más de 10 años,No afiliado,No estoy afiliado,No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,,,1. Nada probable,1. Nada probable,1. Nada probable,1. Nada probable,1. Totalmente en desacuerdo,3. No estoy seguro (a),3. No estoy seguro (a),5. Totalmente de acuerdo,3. No estoy seguro (a),5. Muy probable,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),4. Cierto,4. Cierto,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13374496183,414689816,4/3/2022 13:36,4/3/2022 13:49,186.14.135.77,Acepto,Masculino,41 - 50,Técnica,Venezuela,Guacara Venezuela,Empleado (a),5 – 10 años,Miembro activo,Hace tiempo (más de 5 años),Aficionado,No,2-5 pichones,,,,,Ser difusor de buenas prácticas de cría,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,1. Nada probable,1. Nada probable,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),1. Totalmente en desacuerdo,5. Totalmente de acuerdo,4. Probable,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),2. En desacuerdo,"Si, tengo mis consultores",1 persona,,,,,,,,,,,,,,,,,,,Amigo,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),41 -50,No sé,Experimentado
piloto,13374430632,414689816,4/3/2022 13:08,4/3/2022 13:25,190.202.162.77,Acepto,Masculino,>61,Secundaria completa,Venezuela,Guacara,Otro,Más de 10 años,No afiliado,No estoy afiliado,En formación,No responde,Más de 5 pichones,,,,,Ser difusor de buenas prácticas de cría,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,1. Nada probable,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),5. Totalmente de acuerdo,3. No estoy seguro (a),4. Cierto,3. No estoy seguro (a),4. Cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,3. No estoy seguro (a),1. Totalmente en desacuerdo,"Si, tengo mis consultores",3 personas,,,,,,,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),51-60 años,Venezuela,Expermentado,Colega avicultor,Desde siempre (más de 10 años),Frecuentemente (1 o más al mes),Más de 60 años,Portugal,Expermentado,Colega avicultor,Desde siempre (más de 10 años),Frecuentemente (1 o más al mes),51 – 60,Venezuela,Experimentado
piloto,13374195911,414689816,4/3/2022 11:34,4/3/2022 11:40,77.241.53.81,Acepto,Masculino,41 - 50,Universitaria,España,sevilla,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,,No usar Cardenalitos silvestres en el plantel de cría,,,,,1. Nada probable,1. Nada probable,1. Nada probable,5. Muy probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13374124515,414689816,4/3/2022 11:06,4/3/2022 11:27,77.241.53.81,Acepto,Masculino,41 - 50,Universitaria,España,sevilla,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,,No usar Cardenalitos silvestres en el plantel de cría,,,,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,1. Nada probable,5. Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,1. Nada probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,1. Totalmente en desacuerdo,"Si, tengo mis consultores",4 personas,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),41 - 50 años,España,Expermentado,Colega avicultor,Hace mucho (de 3 a 10 años),Ocasionalmente (varias veces al año),41 - 50 años,España,Expermentado,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),41 - 50 años,España,Expermentado,Colega avicultor,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),41 -50,España,Experimentado
piloto,13374146881,414689816,4/3/2022 11:13,4/3/2022 11:24,31.4.140.73,Acepto,Masculino,41 - 50,Secundaria completa,España,Malaga,Empleado (a),5 – 10 años,Miembro activo,Hace tiempo (más de 5 años),Aficionado,Si,2-5 pichones,No usar Cardenalitos silvestres,,Usar únicamente Cardenalito ancestral,,,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,"Si, tengo mis consultores",3 personas,,,,,,,Amigo,Hace mucho (de 3 a 10 años),Ocasionalmente (varias veces al año),51-60 años,España,Expermentado,Amigo,Hace mucho (de 3 a 10 años),Ocasionalmente (varias veces al año),Más de 60 años,España,Expermentado,Colega avicultor,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),más de 61 años,España,Experimentado
piloto,13374099143,414689816,4/3/2022 10:55,4/3/2022 11:05,77.241.53.81,Acepto,Masculino,41 - 50,Universitaria,España,sevilla,Empleado (a),5 – 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,1. Nada probable,5. Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,1. Totalmente falso,5. Totalmente de acuerdo,5. Totalmente cierto,1. Totalmente en desacuerdo,"Si, tengo mis consultores",4 personas,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),41 - 50 años,España,Expermentado,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),41 - 50 años,España,Expermentado,,,,,,,,,,,,
